parkingarea_id,username_alias,date_in_central_european_time,unix_timestamp,action,longitude_latitude
5224917,2197,2018-06-10 11:50:17.636726,1528627817637,DELETE,"(10.7802071348,52.4223736154)"
5633312,2197,2018-06-10 11:50:49.667100,1528627849667,INSERT,"(10.781568302647072,52.422440541667385)"
5633313,2197,2018-06-10 11:50:49.848467,1528627849848,INSERT,"(10.781621236536065,52.4225567383949)"
5633313,2197,2018-06-10 11:50:57.156716,1528627857157,DELETE,"(10.7816212365,52.4225567384)"
5224494,2197,2018-06-10 11:51:21.433178,1528627881433,DELETE,"(10.7823740461,52.4218544538)"
5224493,2197,2018-06-10 11:51:25.242371,1528627885242,DELETE,"(10.7818698809,52.4210192819)"
5224570,2197,2018-06-10 12:03:36.245299,1528628616245,DELETE,"(10.7938144129,52.4276925875)"
5228973,2197,2018-06-10 12:04:26.466393,1528628666466,DELETE,"(10.7927624277,52.4275979328)"
5224571,2197,2018-06-10 12:04:30.505173,1528628670505,DELETE,"(10.7938193163,52.4275981442)"
5222288,2197,2018-06-10 12:10:09.903842,1528629009904,DELETE,"(10.7804414143,52.4268923167)"
5225488,2197,2018-06-10 12:10:14.500941,1528629014501,DELETE,"(10.779902122,52.4268958493)"
5633316,2197,2018-06-10 11:52:26.312461,1528627946312,INSERT,"(10.78401269121489,52.42217913350409)"
5633317,2197,2018-06-10 11:52:26.452149,1528627946452,INSERT,"(10.78394820375365,52.4220651102999)"
5223044,2197,2018-06-10 12:03:27.084371,1528628607084,DELETE,"(10.7929214111,52.4278445931)"
5222381,2197,2018-06-10 12:07:51.548984,1528628871549,DELETE,"(10.7862972369,52.426772558)"
5222645,2197,2018-06-10 12:09:20.514208,1528628960514,DELETE,"(10.7818964436,52.4254077997)"
5222621,2197,2018-06-10 12:06:57.640078,1528628817640,DELETE,"(10.7837443098,52.4287063371)"
5230201,2197,2018-06-10 12:07:05.770728,1528628825771,DELETE,"(10.7837398978,52.4286156096)"
5227311,2197,2018-06-10 12:07:10.867525,1528628830868,DELETE,"(10.7840550964,52.4280216019)"
5228133,2197,2018-06-10 12:07:24.454716,1528628844455,DELETE,"(10.7860062491,52.4279949502)"
5227312,2197,2018-06-10 12:07:14.579331,1528628834579,DELETE,"(10.7841263238,52.4279271784)"
5228383,2197,2018-06-10 12:07:19.909679,1528628839910,DELETE,"(10.7859520496,52.4280871666)"
5222462,2197,2018-06-10 12:07:47.557990,1528628867558,DELETE,"(10.786241116,52.4267431815)"
5222921,2197,2018-06-10 12:07:55.244999,1528628875245,DELETE,"(10.7862592257,52.4269466107)"
5222647,2197,2018-06-10 12:09:58.122683,1528628998123,DELETE,"(10.7817578188,52.4254316334)"
5225075,2197,2018-06-10 12:10:03.201500,1528629003202,DELETE,"(10.7820502942,52.4254050625)"
5224770,2197,2018-06-10 12:11:06.102158,1528629066102,DELETE,"(10.7772955071,52.428143499)"
5224523,2197,2018-06-10 12:11:09.879199,1528629069879,DELETE,"(10.7807277792,52.4280605869)"
5230202,2197,2018-06-10 12:11:19.181064,1528629079181,DELETE,"(10.7845310734,52.4283922619)"
